"","Champ","Team","GoldEarned","Kills","Deaths","Assists","Win","totalDamageDealtToChampions","damageDealtToTurrets","visionScore","totalDamageTaken","turretKills","inhibitorKills","totalMinionsKilled","champLevel","wardsPlaced","firstBloodKill","firstBloodAssist","WRgeneral","WRchamp","Duration_secs","Position","Role"
"5825","Kalista",200,5484,2,3,1,"False",7232,656,11,7718,0,0,101,9,7,"False","False",0.4667,0.5,1018,"NONE","DUO_SUPPORT"
"5826","Taliyah",100,10842,10,3,6,"True",12931,840,21,16829,1,0,15,14,5,"False","False",0.5667,0.3333,1296,"JUNGLE","NONE"
"5827","Jayce",100,11925,5,2,4,"True",16031,12430,13,9933,5,0,172,14,7,"False","False",0.4333,0.3333,1296,"TOP","DUO"
"5828","TwistedFate",100,10314,2,5,16,"True",19903,3378,23,25043,1,1,152,14,12,"False","False",0.4667,0.5,1764,"MIDDLE","SOLO"
"5829","Nidalee",200,12529,14,1,8,"True",20394,0,20,23057,0,0,25,15,6,"True","False",0.4667,0.4545,1448,"JUNGLE","NONE"
"5830","MonkeyKing",200,13036,5,5,20,"True",21574,4077,26,28864,2,0,38,16,7,"False","False",0.4667,0.6667,1850,"JUNGLE","NONE"
"5831","Kaisa",100,8516,3,4,1,"False",8946,299,21,11652,0,0,163,11,9,"False","False",0.4667,0.3333,1373,"BOTTOM","DUO_CARRY"
"5832","Riven",100,13215,9,4,5,"False",19974,3438,21,22253,1,0,192,16,8,"False","False",0.5,0.5238,1674,"TOP","SOLO"
"5833","Leona",200,6986,0,7,14,"False",7050,2195,57,25106,1,0,32,13,34,"False","False",0.5,0.8333,1800,"BOTTOM","DUO_SUPPORT"
"5835","LeeSin",100,11778,4,6,4,"False",10489,848,33,30260,0,0,35,15,18,"False","False",0.4667,0.5,2303,"JUNGLE","NONE"
"5836","Fiora",100,19707,16,8,3,"False",33246,7660,28,48606,3,0,237,17,12,"False","False",0.6333,0.6,1968,"TOP","SOLO"
"5837","Aphelios",100,9007,4,3,4,"True",19011,4168,14,9403,2,0,169,11,8,"False","False",0.5667,0.2,1263,"BOTTOM","DUO_CARRY"
"5838","Aphelios",200,8763,1,7,2,"False",11930,538,21,14505,1,0,166,11,9,"False","False",0.5667,0.2,1388,"JUNGLE","NONE"
"5839","Thresh",200,5118,0,2,10,"False",4646,1099,39,11454,0,0,32,10,19,"False","False",0.4333,0.5,1226,"BOTTOM","DUO_SUPPORT"
"5840","Tristana",100,10758,8,3,3,"True",13886,7767,16,12976,2,0,150,12,2,"True","False",0.5667,0.7143,1279,"MIDDLE","DUO"
"5841","Kaisa",200,9588,6,4,9,"True",11093,3020,13,14609,3,0,131,13,7,"False","False",0.4333,0.6667,1413,"BOTTOM","DUO_CARRY"
"5842","Hecarim",200,6199,3,8,1,"False",9560,0,22,19621,0,0,85,11,6,"False","False",0.5,0,1266,"TOP","SOLO"
"5843","Ezreal",100,5910,0,6,1,"False",7543,0,9,10922,0,0,148,10,7,"False","False",0.4333,0,1257,"BOTTOM","DUO_CARRY"
"5845","Maokai",100,11423,1,8,16,"False",29112,478,25,29891,0,0,164,15,7,"False","False",0.5333,0.625,2315,"BOTTOM","DUO_CARRY"
"5846","Varus",100,9259,2,9,10,"False",11753,3978,18,16567,2,0,159,13,10,"False","False",0.4,0,1578,"BOTTOM","DUO_CARRY"
"5847","Aatrox",200,8919,5,0,2,"True",6187,7558,5,10517,4,1,137,12,3,"False","False",0.5667,1,1022,"NONE","DUO_SUPPORT"
"5848","Syndra",100,10059,6,3,5,"True",9826,3871,13,6934,3,0,131,11,8,"True","False",0.5667,1,1251,"BOTTOM","DUO_CARRY"
"5849","Bard",100,9195,2,1,20,"True",9179,3369,64,13699,1,1,49,14,28,"False","False",0.5333,0.55,1565,"BOTTOM","DUO_SUPPORT"
"5850","Corki",200,10164,3,4,6,"False",16119,0,16,18750,0,0,209,14,10,"False","False",0.4667,0.5,1610,"MIDDLE","DUO"
"5851","Blitzcrank",200,9053,4,7,16,"True",11103,1564,60,22248,1,0,24,14,35,"False","False",0.5667,0.4615,1865,"BOTTOM","SOLO"
"5852","MissFortune",100,8619,5,2,8,"True",10565,3598,20,11404,0,0,155,11,7,"False","False",0.4667,0.5,1175,"NONE","DUO"
"5853","Akali",200,7577,2,6,1,"False",9487,0,21,17033,0,0,170,13,10,"False","False",0.4333,0.5,1390,"MIDDLE","SOLO"
"5854","Orianna",100,11385,5,9,14,"False",20747,740,26,19382,0,0,140,14,6,"True","False",0.4667,0,1892,"MIDDLE","SOLO"
"5856","Graves",100,9739,6,1,6,"True",8389,697,25,11330,1,1,27,12,4,"False","False",0.5333,0.5,1261,"JUNGLE","NONE"
"5857","Poppy",200,7062,1,4,3,"False",8618,691,13,15030,0,0,159,13,8,"False","False",0.3667,0,1393,"TOP","SOLO"
"5858","MissFortune",200,12729,10,2,7,"True",17042,15459,24,13232,6,1,181,13,10,"False","False",0.6333,0.8,1422,"BOTTOM","DUO_CARRY"
"5859","Syndra",100,16200,9,3,12,"True",27983,3884,16,15889,1,0,271,18,13,"False","False",0.6,0.5455,1985,"MIDDLE","SOLO"
"5860","Malphite",100,9390,3,6,9,"False",15519,2342,12,19841,1,0,158,14,8,"False","False",0.4333,0.6667,1647,"TOP","SOLO"
"5861","Vladimir",100,19596,13,8,8,"True",39705,4020,36,44743,2,0,276,18,18,"False","False",0.4333,0.5,2500,"TOP","SOLO"
"5862","Trundle",100,13093,7,1,12,"True",16245,2991,44,34809,1,1,33,16,8,"False","False",0.6667,0.7143,1932,"JUNGLE","NONE"
"5863","Olaf",100,12669,8,3,3,"True",13247,5683,27,38819,4,1,27,16,5,"False","False",0.6667,1,1816,"JUNGLE","NONE"
"5864","LeeSin",100,11557,6,6,14,"False",17206,532,28,33617,0,0,32,14,20,"False","False",0.5333,0.5,2010,"JUNGLE","NONE"
"5865","Yuumi",200,6993,4,6,9,"False",6805,1640,31,10336,1,0,28,11,19,"False","False",0.5333,0,1534,"BOTTOM","DUO_SUPPORT"
"5866","Soraka",200,7157,1,9,16,"False",9271,601,34,14179,0,0,21,12,14,"True","False",0.5,0.5,1605,"BOTTOM","DUO_SUPPORT"
"5867","TwistedFate",200,5888,0,5,1,"False",4740,0,7,12732,0,0,123,11,5,"False","False",0.5667,0.6111,1260,"MIDDLE","SOLO"
"5868","Nautilus",200,4621,1,7,3,"False",4182,0,44,13307,0,0,28,9,20,"False","False",0.4667,0,1260,"BOTTOM","DUO_SUPPORT"
"5869","Ezreal",100,6526,1,6,2,"False",10969,0,13,12252,0,0,132,10,6,"True","False",0.5667,0,1319,"BOTTOM","DUO_CARRY"
"5870","Ezreal",200,6518,1,6,3,"False",8327,0,11,14009,0,0,142,11,6,"False","False",0.4667,0,1248,"BOTTOM","DUO_CARRY"
"5872","TwistedFate",100,10930,4,2,10,"True",14254,4564,16,15433,2,1,166,15,8,"False","False",0.5667,1,1561,"MIDDLE","DUO"
"5873","Ezreal",100,9270,6,3,8,"True",17682,9193,6,8318,5,0,116,11,5,"True","False",0.6,0.7222,1200,"BOTTOM","DUO_CARRY"
"5874","Zilean",100,6288,0,4,9,"False",4962,265,47,19959,0,0,28,12,33,"False","False",0.6333,0.6333,1769,"BOTTOM","DUO_SUPPORT"
"5875","Lulu",200,6578,1,4,13,"False",5591,274,50,12211,0,0,28,13,28,"False","False",0.4333,0,1779,"BOTTOM","DUO_SUPPORT"
"5876","Aphelios",100,11041,2,6,8,"False",26524,2014,35,15981,0,0,203,14,13,"False","False",0.4667,0.4444,1892,"MIDDLE","DUO"
"5877","Lulu",100,8695,2,2,15,"True",4962,1634,77,11920,1,1,33,13,39,"False","False",0.6333,1,1821,"BOTTOM","DUO_SUPPORT"
"5878","Evelynn",200,5183,2,5,0,"False",4318,0,9,12328,0,0,5,9,5,"False","False",0.3667,0.3571,969,"NONE","DUO_SUPPORT"
"5879","Twitch",200,17360,14,7,12,"True",35658,5596,27,27431,2,1,201,16,11,"False","False",0.5667,0.5517,2083,"BOTTOM","DUO_CARRY"
"5880","LeeSin",200,18851,14,3,16,"True",27411,3110,37,45575,1,0,63,18,21,"True","False",0.6333,1,2381,"JUNGLE","NONE"
"5881","Sett",200,9694,9,7,12,"False",18176,1300,68,40530,0,0,45,13,31,"False","False",0.4,0.4706,1824,"BOTTOM","DUO_SUPPORT"
"5882","Zac",200,7491,2,11,8,"False",6790,0,48,28572,0,0,34,12,23,"False","False",0.5333,0.5333,1678,"BOTTOM","DUO_SUPPORT"
"5883","Ekko",100,10145,8,4,5,"False",16210,432,17,27147,0,0,31,13,3,"False","False",0.5333,0.25,1416,"JUNGLE","NONE"
"5884","Syndra",100,7888,1,5,4,"False",12156,0,14,9926,0,0,158,12,7,"False","False",0.4667,0.25,1538,"BOTTOM","DUO_CARRY"
"5885","Varus",200,10083,8,5,2,"False",20925,105,25,14371,0,0,164,13,10,"False","False",0.4,0,1660,"BOTTOM","DUO_CARRY"
"5886","Sett",200,8765,4,8,14,"True",14018,686,59,22453,0,0,34,13,32,"False","False",0.5333,0.6667,1647,"BOTTOM","DUO_SUPPORT"
"5887","Renekton",200,6788,2,1,0,"True",5399,3295,8,6860,1,0,133,11,4,"False","False",0.5,0.75,919,"NONE","DUO_SUPPORT"
"5888","Khazix",100,7927,3,11,4,"False",13670,0,6,34598,0,0,11,11,4,"False","False",0.4,0.3333,1472,"JUNGLE","NONE"
"5889","Khazix",100,7481,6,2,4,"True",8181,141,28,15844,4,0,9,11,9,"True","False",0.6,0.6667,1043,"NONE","DUO_SUPPORT"
"5890","Graves",100,10415,2,3,9,"True",14294,3646,31,18858,3,1,46,14,3,"False","False",0.4667,0.75,1533,"JUNGLE","NONE"
"5891","Diana",100,8886,3,4,3,"False",10826,0,15,16908,0,0,179,13,11,"False","False",0.6,0.7143,1466,"MIDDLE","SOLO"
"5892","Viktor",100,14372,6,5,8,"True",25034,2269,22,16626,2,0,220,18,7,"False","False",0.5667,0.6316,2483,"MIDDLE","SOLO"
"5893","Urgot",100,11641,4,8,13,"True",17143,4364,14,24825,2,0,167,16,8,"False","False",0.5667,0.7333,2047,"TOP","SOLO"
"5894","Lissandra",100,8269,3,8,4,"False",12262,1948,24,16395,1,0,146,12,7,"False","False",0.6,0,1562,"MIDDLE","SOLO"
"5895","Morgana",200,6166,1,8,10,"False",9695,0,32,14807,0,0,14,11,17,"False","False",0.5333,0.5,1452,"BOTTOM","DUO_SUPPORT"
"5896","Renekton",100,11772,6,9,4,"False",18045,2860,12,32811,1,0,190,16,7,"False","False",0.4667,0,1819,"JUNGLE","NONE"
"5897","Corki",200,19145,10,5,6,"False",50074,3380,32,33221,2,0,305,18,11,"False","False",0.6333,0.3333,2223,"TOP","DUO"
"5898","Aphelios",100,13238,10,9,2,"False",29983,2785,28,24055,0,0,175,15,8,"False","False",0.4667,0.6667,1723,"BOTTOM","DUO_CARRY"
"5899","Sett",200,5289,0,4,5,"True",4794,738,37,12030,1,0,33,9,19,"False","False",0.6667,0.6111,1254,"BOTTOM","SOLO"
"5900","Lucian",200,5068,2,6,0,"False",7257,1195,7,9756,0,0,96,9,4,"True","False",0.4667,0.5,933,"NONE","DUO_SUPPORT"
"5901","Nautilus",200,8747,1,5,16,"True",6907,3023,67,16663,0,0,29,15,34,"False","False",0.7,1,1916,"BOTTOM","DUO_SUPPORT"
"5902","Vladimir",100,7792,1,2,2,"False",9123,2779,19,15840,1,0,181,14,10,"False","False",0.6333,0,1414,"TOP","SOLO"
"5903","RekSai",100,8594,6,9,3,"False",9908,1056,18,22270,1,0,25,12,4,"False","False",0.4333,0.3333,1412,"JUNGLE","NONE"
"5904","Yuumi",200,6378,0,3,9,"False",9258,571,47,5094,0,0,2,11,31,"False","False",0.6,0.6,1644,"BOTTOM","DUO_SUPPORT"
"5905","Lulu",100,7128,2,10,14,"False",6435,241,63,18104,1,0,36,13,36,"False","False",0.4667,0.5714,1869,"BOTTOM","DUO_SUPPORT"
"5906","Singed",100,10549,1,6,8,"True",11235,2435,19,29483,1,0,182,16,10,"False","False",0.5667,0.5517,1850,"TOP","DUO"
"5907","Katarina",100,10527,7,7,4,"False",18208,2711,10,22735,1,0,162,14,7,"False","False",0.4,0.4286,1751,"MIDDLE","SOLO"
"5908","Viktor",100,10022,3,4,1,"False",13918,2097,17,13944,1,0,224,15,13,"False","False",0.4667,0,1658,"MIDDLE","SOLO"
"5909","Draven",100,9498,2,4,3,"False",6177,2634,21,9783,1,0,199,12,11,"False","False",0.6,0,1334,"BOTTOM","SOLO"
"5910","Ekko",100,10182,7,1,2,"True",6348,6894,20,24340,5,0,42,13,4,"True","False",0.4,0,1339,"JUNGLE","NONE"
"5911","Xayah",200,9262,4,3,4,"False",10959,349,15,15871,0,0,169,12,5,"False","False",0.5667,0,1445,"BOTTOM","DUO_CARRY"
"5912","Leblanc",100,13190,15,1,7,"True",24885,4842,25,15418,1,1,176,16,11,"True","False",0.3333,0.3333,1563,"MIDDLE","SOLO"
"5913","LeeSin",200,10419,6,6,7,"False",8826,329,28,24670,0,0,25,13,14,"False","False",0.3333,0,1550,"JUNGLE","NONE"
"5914","Ezreal",100,9799,4,8,10,"False",22083,792,17,17906,0,0,137,13,9,"False","False",0.4667,0,1692,"BOTTOM","DUO_CARRY"
"5915","Ornn",100,13755,8,0,9,"True",15013,3636,29,32524,2,0,189,17,13,"False","False",0.6,0.5,2033,"TOP","SOLO"
"5916","Gragas",200,8088,2,0,9,"True",7234,3124,24,15295,1,0,15,12,8,"False","False",0.6,0.7273,1263,"JUNGLE","NONE"
"5917","Elise",200,10977,4,3,3,"True",11035,1497,41,22338,3,0,24,15,9,"False","False",0.6,0,1777,"JUNGLE","NONE"
"5918","Warwick",100,14635,12,7,10,"True",22100,1460,18,57939,0,1,60,17,4,"False","False",0.5,0.5172,2032,"JUNGLE","NONE"
"5919","Ekko",200,7112,2,7,1,"False",12576,420,16,24294,0,0,137,12,6,"False","False",0.6333,0,1459,"MIDDLE","SOLO"
"5920","Zed",200,8430,3,6,1,"False",15617,905,24,15504,0,0,174,14,11,"False","False",0.2667,0.1429,1561,"MIDDLE","SOLO"
"5921","Fiddlesticks",200,9999,4,5,7,"True",15723,0,40,28712,0,0,15,14,7,"False","False",0.5333,1,1693,"JUNGLE","NONE"
"5922","Sion",200,6119,1,2,3,"True",3279,2475,7,8155,3,0,104,10,4,"False","False",0.3333,0.5,933,"NONE","DUO_SUPPORT"
"5923","Aphelios",100,5281,2,5,2,"False",4170,1068,3,6446,0,0,79,8,3,"False","False",0.5667,0.5,933,"NONE","DUO_SUPPORT"
"5924","Kaisa",100,15641,10,6,14,"True",27998,6044,11,23659,2,0,176,16,4,"False","False",0.6333,1,1920,"MIDDLE","DUO"
"5925","Ziggs",100,10831,6,9,11,"True",15693,20279,18,14469,3,1,178,12,7,"False","False",0.5333,0,1377,"BOTTOM","SOLO"
"5926","Ezreal",200,8295,8,2,4,"True",14036,6769,8,11710,1,0,136,10,4,"True","False",0.5667,1,979,"NONE","DUO_SUPPORT"
"5927","Sett",200,8022,6,1,14,"True",7864,4972,34,12736,1,0,36,11,15,"False","False",0.5333,0.65,1193,"NONE","DUO_SUPPORT"
"5928","Maokai",100,11709,3,9,22,"True",19298,2587,35,43057,0,0,104,16,13,"True","False",0.4667,1,2219,"BOTTOM","DUO_CARRY"
"5929","Trundle",200,10101,0,7,13,"False",12263,1327,40,48875,0,0,46,16,12,"False","False",0.6667,0.7778,1961,"TOP","DUO_SUPPORT"
"5930","Lulu",100,4204,0,6,1,"False",4976,419,30,8753,0,0,39,8,14,"False","False",0.5333,0.4,1142,"NONE","DUO_SUPPORT"
"5931","Hecarim",200,13267,9,6,10,"True",17474,4641,25,31990,2,0,203,16,10,"True","False",0.4667,0.4483,1802,"TOP","SOLO"
"5932","Lucian",200,11301,8,4,2,"True",22499,4374,30,16317,2,0,173,14,11,"False","False",0.6333,1,1460,"TOP","SOLO"
"5934","Yuumi",100,10634,0,5,25,"True",12823,2757,83,12139,0,0,11,17,48,"False","False",0.4333,1,2495,"MIDDLE","DUO_SUPPORT"
"5936","TahmKench",100,6366,2,0,10,"True",4175,2965,54,9651,0,0,33,11,26,"False","False",0.4333,0.5,1252,"BOTTOM","DUO_SUPPORT"
"5937","Kayn",100,9286,11,0,5,"True",9611,2803,13,13124,1,0,21,11,4,"False","False",0.5333,0.4,1082,"NONE","DUO_SUPPORT"
"5938","Pantheon",200,12095,10,6,16,"True",24475,3947,31,27332,2,1,159,15,10,"False","False",0.4,0,1703,"MIDDLE","DUO"
"5940","Lulu",200,8146,1,7,9,"False",3130,162,73,18600,0,0,45,14,39,"False","False",0.5333,0.25,2028,"BOTTOM","DUO_SUPPORT"
"5941","Syndra",100,9384,4,8,3,"False",13460,112,8,17377,0,0,158,13,8,"True","False",0.4667,0,1497,"MIDDLE","SOLO"
"5942","Graves",100,4852,1,5,1,"False",4682,0,8,10875,0,0,15,8,1,"False","False",0.6333,0.6154,1080,"NONE","DUO_SUPPORT"
"5943","Aphelios",100,16082,10,7,8,"True",25637,1773,51,30130,1,0,235,17,8,"False","False",0.7,0.8,2287,"BOTTOM","DUO_CARRY"
"5944","Thresh",100,7185,1,8,10,"False",7167,0,55,20567,0,0,54,12,21,"False","False",0.5,0,1833,"BOTTOM","DUO_SUPPORT"
"5945","Xerath",100,10334,7,3,9,"True",15649,1127,13,9348,0,0,158,14,8,"False","False",0.4333,0.375,1608,"MIDDLE","SOLO"
"5946","Diana",200,11932,5,9,4,"False",20064,2837,29,25716,1,0,180,16,12,"False","False",0.3667,0.3636,1761,"MIDDLE","DUO_CARRY"
"5947","Garen",200,8952,5,6,1,"False",9868,3409,14,19986,1,0,153,14,6,"False","False",0.5667,0.3333,1530,"TOP","SOLO"
"5948","Volibear",100,6537,0,4,4,"False",5960,285,9,11574,0,0,130,12,6,"False","False",0.4,0.5,1257,"JUNGLE","NONE"
"5949","Ezreal",200,16693,14,7,10,"True",39042,6086,26,29215,1,1,202,16,14,"False","False",0.5,0.6667,2048,"BOTTOM","DUO_CARRY"
"5950","Yasuo",100,13548,16,2,1,"True",16793,7538,13,17997,2,0,184,13,8,"True","False",0.6333,0.8333,1210,"MIDDLE","SOLO"
"5952","Elise",200,8393,2,2,10,"False",11136,1985,34,14098,1,0,31,13,7,"False","False",0.5667,0.5714,1363,"JUNGLE","NONE"
"5953","Graves",200,10162,4,4,2,"False",13250,1695,24,24327,1,0,58,13,7,"False","False",0.6,0.8333,1560,"JUNGLE","NONE"
"5954","Trundle",200,13248,6,5,9,"True",12685,5196,35,35228,1,0,37,14,5,"True","False",0.5667,0.3333,1871,"JUNGLE","NONE"
"5955","Fiddlesticks",200,4487,0,3,0,"False",1519,0,26,12561,0,0,8,8,3,"False","False",0.4,0,933,"NONE","DUO_SUPPORT"
"5956","Kaisa",100,17821,11,9,11,"False",41504,2715,34,38053,1,0,251,18,12,"True","False",0.5667,0.5714,2304,"BOTTOM","DUO_CARRY"
"5957","Ekko",200,7125,3,6,6,"False",12795,0,23,22066,0,0,25,12,4,"False","False",0.5333,0,1352,"JUNGLE","NONE"
"5958","Jhin",100,9354,4,6,3,"False",10847,221,13,14308,0,0,190,12,8,"False","False",0.3,0.32,1612,"BOTTOM","DUO_CARRY"
"5959","Ezreal",200,5407,1,8,3,"False",8325,925,7,13477,0,0,92,9,5,"False","False",0.4333,0.1429,1150,"NONE","DUO_SUPPORT"
"5960","Evelynn",100,10930,8,6,2,"False",13822,0,18,22402,0,0,39,12,7,"False","False",0.3667,0.4,1444,"JUNGLE","NONE"
"5961","Kaisa",100,4490,0,1,0,"False",2338,291,15,3570,0,0,106,7,6,"False","False",0.6333,0.6667,927,"NONE","DUO"
"5963","Fiora",200,10961,1,4,1,"True",10036,6280,16,24318,1,0,223,15,9,"False","False",0.8,0.875,1740,"MIDDLE","DUO"
"5964","RekSai",200,8875,2,3,11,"True",7254,489,32,25294,0,0,11,14,8,"False","False",0.6,1,1612,"JUNGLE","NONE"
"5965","Galio",100,12391,7,12,20,"False",24950,2861,22,32448,0,0,155,16,9,"False","False",0.5667,0.8,1953,"MIDDLE","SOLO"
"5966","MonkeyKing",200,9588,3,2,3,"True",7563,4738,16,12716,2,0,176,13,7,"True","False",0.4667,0.5,1265,"TOP","SOLO"
"5968","Syndra",200,9449,8,2,7,"True",9144,1296,18,12237,1,1,36,12,6,"True","False",0.7,1,1257,"JUNGLE","NONE"
"5969","Kassadin",100,12127,9,3,5,"True",18367,5148,19,20605,2,0,168,13,9,"False","False",0.4,1,1269,"MIDDLE","SOLO"
"5970","Jayce",200,11673,2,6,4,"False",18873,2239,38,22577,0,0,246,17,15,"False","False",0.4667,0,1878,"TOP","SOLO"
"5971","Azir",200,12911,4,3,7,"True",17305,5215,31,13310,3,0,235,16,16,"False","False",0.4667,0.5,1812,"MIDDLE","SOLO"
"5972","Aphelios",100,7873,1,6,3,"False",8906,1982,32,14215,0,0,162,11,9,"False","False",0.4667,0.6,1385,"BOTTOM","DUO_CARRY"
"5973","Qiyana",100,4091,1,4,2,"False",4073,0,16,9931,0,0,12,7,6,"False","False",0.5,0.25,859,"NONE","DUO_SUPPORT"
"5974","Lulu",100,5875,0,5,4,"False",5637,405,59,10964,1,0,9,10,31,"False","False",0.5,0,1657,"BOTTOM","DUO_SUPPORT"
"5975","Thresh",100,9233,4,8,22,"True",7721,3112,31,15783,1,0,33,12,12,"False","False",0.4,0.1667,1377,"MIDDLE","DUO_SUPPORT"
"5976","Pyke",200,11286,9,5,14,"True",13073,1927,35,18114,1,0,38,12,18,"False","False",0.3667,1,1377,"BOTTOM","DUO_SUPPORT"
"5977","TwistedFate",100,12589,5,5,6,"False",12143,1133,25,22760,0,0,206,15,9,"False","False",0.4333,0.4,1812,"MIDDLE","DUO_CARRY"
"5978","Fiddlesticks",100,11140,6,2,9,"True",19620,3577,74,24402,1,0,21,13,11,"False","False",0.6333,1,1772,"JUNGLE","NONE"
"5979","Sivir",200,8629,2,4,4,"True",10672,4226,19,8928,1,1,160,11,9,"False","False",0.5667,0.6667,1298,"BOTTOM","DUO_CARRY"
"5980","Leona",100,4409,0,7,4,"False",4286,0,22,10248,0,0,21,8,12,"False","False",0.4,0,1332,"BOTTOM","DUO_SUPPORT"
"5981","Lissandra",100,11188,6,1,9,"True",14140,6113,20,12839,3,0,196,14,9,"False","False",0.4667,1,1363,"MIDDLE","DUO_CARRY"
"5982","Sett",100,5335,0,4,4,"False",3540,0,49,16936,0,0,41,10,24,"False","False",0.4667,0.3333,1415,"BOTTOM","DUO_SUPPORT"
"5983","Vladimir",200,8708,1,4,4,"False",10174,590,13,15252,0,0,198,14,8,"False","False",0.5,0.4286,1460,"MIDDLE","SOLO"
"5984","Senna",200,9790,4,4,11,"False",19461,1592,60,22724,0,0,17,16,33,"False","False",0.5333,0,2041,"BOTTOM","DUO_SUPPORT"
"5985","Sylas",100,9837,2,8,11,"False",18313,0,15,42393,0,0,63,14,3,"False","False",0.3,0.4286,1689,"JUNGLE","NONE"
"5986","Sejuani",100,10458,4,2,19,"True",15868,1172,32,23699,0,0,47,13,7,"False","False",0.5333,1,1442,"JUNGLE","NONE"
"5987","Twitch",200,8965,6,8,2,"False",13744,610,11,13900,0,0,122,11,7,"False","False",0.3333,0.3846,1264,"BOTTOM","DUO_CARRY"
"5988","Malphite",100,8281,7,5,6,"True",12382,108,36,10056,0,0,6,12,19,"False","False",0.5,1,1668,"BOTTOM","DUO_SUPPORT"
"5989","Neeko",200,4602,1,1,2,"True",3077,1447,16,3485,0,1,17,7,5,"False","False",0.7333,0.7333,894,"NONE","DUO_SUPPORT"
"5990","Syndra",200,11473,7,14,4,"False",22277,1063,31,28950,2,1,132,14,13,"False","False",0.4,0.5455,2125,"MIDDLE","SOLO"
"5991","Shen",100,13972,11,10,4,"False",31825,2475,31,45582,2,0,179,16,14,"False","False",0.6333,0.6667,2058,"TOP","SOLO"
"5992","LeeSin",200,12150,4,8,11,"False",13868,796,45,38717,0,0,35,15,22,"False","False",0.7333,0.7692,1983,"JUNGLE","NONE"
"5993","Shyvana",100,13612,9,5,9,"True",21885,5905,22,34951,1,0,66,17,7,"False","False",0.6,0.6364,1796,"JUNGLE","NONE"
"5994","Lucian",200,12998,12,3,12,"True",17574,9810,18,16218,3,2,143,13,5,"False","False",0.5333,0.5,1434,"BOTTOM","DUO_CARRY"
"5995","Kaisa",100,9173,4,5,5,"False",11606,0,13,17171,0,0,138,12,7,"False","False",0.5333,0.5,1643,"BOTTOM","DUO_CARRY"
"5996","Morgana",200,8633,2,8,13,"False",12611,422,66,19206,0,0,31,14,32,"False","False",0.6,0.4,1955,"BOTTOM","DUO_SUPPORT"
"5997","Aphelios",200,15048,13,8,6,"False",31092,3141,22,18412,2,0,216,15,7,"False","False",0.5667,0.5,1835,"BOTTOM","DUO_CARRY"
"5998","Pyke",200,5308,3,5,1,"False",3282,286,36,8742,0,0,27,8,16,"True","False",0.7,0,1129,"NONE","DUO_SUPPORT"
"5999","Yuumi",200,7674,0,4,12,"False",16511,1388,71,8998,0,0,2,13,38,"False","False",0.5,0.5556,2088,"BOTTOM","DUO_SUPPORT"
"6000","Kalista",200,10925,5,6,4,"False",16489,2098,18,15208,1,0,208,12,7,"False","False",0.3,0.1667,1591,"JUNGLE","NONE"
"6001","Thresh",200,8378,3,5,23,"True",8082,2423,39,16534,1,1,22,13,28,"False","False",0.4333,0.5,1522,"BOTTOM","DUO_SUPPORT"
"6002","Graves",200,13660,7,4,9,"True",22548,2046,38,17821,1,0,17,16,7,"True","False",0.4667,0.5556,1812,"JUNGLE","NONE"
"6003","Nidalee",100,9368,4,9,6,"False",12509,0,23,28435,0,0,19,13,10,"False","False",0.7,0,1417,"JUNGLE","NONE"
"6004","Jhin",200,5165,2,5,2,"False",4489,502,7,9832,0,0,68,7,3,"False","False",0.3333,0,1021,"NONE","DUO_SUPPORT"
"6005","Nasus",200,9649,5,1,5,"True",12353,5901,16,21266,1,1,174,14,9,"False","False",0.5333,0.5769,1463,"TOP","SOLO"
"6006","Thresh",200,6920,0,4,9,"False",5188,1832,77,15064,1,0,36,12,33,"False","False",0.3,0.1111,1778,"BOTTOM","DUO_SUPPORT"
"6007","Varus",100,8767,3,12,3,"False",17344,1089,22,17174,1,0,167,12,9,"False","False",0.4333,0.4,1522,"BOTTOM","DUO_CARRY"
"6008","LeeSin",200,6639,4,3,4,"False",6941,584,13,12578,1,0,4,9,7,"True","False",0.5,0,937,"NONE","DUO_SUPPORT"
"6009","Senna",100,6385,0,12,11,"False",9465,731,66,26840,0,0,15,12,38,"False","False",0.5667,0,1630,"BOTTOM","DUO_SUPPORT"
"6010","TwistedFate",200,7102,2,4,3,"True",5816,989,17,9179,0,0,140,12,7,"False","False",0.3,0.5,1186,"NONE","DUO_SUPPORT"
"6011","Galio",100,6352,2,9,7,"False",9728,0,7,24208,0,0,106,12,6,"False","False",0.2333,0,1386,"MIDDLE","SOLO"
"6012","Poppy",200,4171,0,2,4,"True",5165,205,6,9014,0,0,64,9,4,"False","False",0.4333,1,953,"NONE","DUO_SUPPORT"
"6013","Rakan",200,8476,4,3,13,"False",7572,0,61,12071,0,0,29,11,33,"False","False",0.5333,0,1625,"BOTTOM","DUO_SUPPORT"
"6014","Ezreal",200,13904,8,7,5,"False",22076,1049,34,18166,0,0,208,15,10,"True","False",0.4333,0.1429,1866,"BOTTOM","DUO_CARRY"
"6015","Jax",200,9660,5,4,4,"False",10047,2721,7,14865,0,0,142,13,2,"True","False",0.3,0.3125,1241,"TOP","SOLO"
"6016","Ryze",200,9916,8,4,3,"False",13410,1266,21,14161,1,0,172,13,10,"False","False",0.5,0.5714,1226,"MIDDLE","SOLO"
